遊戲期數,遊戲主題,屆別,獎金結構項數,售價,最高獎金,發行日,發行日(民國),下市日,下市日(民國),兌獎截止日,兌獎截止日(民國),發行張數,銷售率,頭獎張數,頭獎未兌領張數,scratchId,newsId,圖片網址,獎金結構網址
261,鈔票滿天飛,上一屆(2024/1/1前),0,200,2000000,2012-03-05,101/03/05,2012-09-17,101/09/17,2012-12-17,101/12/17,2549800,99.82%,2,0,544,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/119/small-261.jpg,
0260,金犬獎,上一屆(2024/1/1前),14,500,3000000,2018-01-26,107/01/26,2018-07-26,107/07/26,2018-10-26,107/10/26,3750000,98.57%,6,0,1122,04thinsetantsaleinfo201802600261,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/97/IN1070124_small_0260.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201802600261
260,年年有魚,上一屆(2024/1/1前),0,100,500000,2012-02-15,101/02/15,2012-09-03,101/09/03,2012-12-03,101/12/03,3060000,99.99%,3,2,543,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/118/small-260.jpg,
0259,骰子樂,上一屆(2024/1/1前),13,100,500000,2018-01-16,107/01/16,2018-07-16,107/07/16,2018-10-16,107/10/16,7049600,95.24%,7,0,1121,04thinsetantsaleinfo201802560259,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/96/IN1070112_small_0259.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201802560259
259,黃金傳奇,上一屆(2024/1/1前),0,200,2000000,2012-02-15,101/02/15,2012-09-03,101/09/03,2012-12-03,101/12/03,2550000,99.98%,2,0,542,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/118/small-259.jpg,
0258,刮刮金樂透,上一屆(2024/1/1前),8,200,2000000,2018-01-16,107/01/16,2018-07-16,107/07/16,2018-10-16,107/10/16,7808400,99.7%,10,0,1120,04thinsetantsaleinfo201802560259,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/96/IN1070112_small_0258.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201802560259
258,旺旺來,上一屆(2024/1/1前),0,100,300000,2012-02-15,101/02/15,2012-09-03,101/09/03,2012-12-03,101/12/03,3570000,100%,7,0,541,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/118/small-258.jpg,
0257,十二生肖賀新春,上一屆(2024/1/1前),9,500,5000000,2018-01-16,107/01/16,2018-07-16,107/07/16,2018-10-16,107/10/16,3750000,91.97%,5,1,1119,04thinsetantsaleinfo201802560259,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/96/IN1070112_small_0257.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201802560259
257,大三元,上一屆(2024/1/1前),0,200,2000000,2012-02-03,101/02/03,2012-08-15,101/08/15,2012-11-15,101/11/15,2531800,99.98%,2,0,540,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/117/small-257.jpg,
0256,"2,000萬開運發財金",上一屆(2024/1/1前),8,2000,20000000,2018-01-16,107/01/16,2018-07-16,107/07/16,2018-10-16,107/10/16,3999960,90.4%,3,0,1118,04thinsetantsaleinfo201802560259,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/96/IN1070112_small_0256.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201802560259
256,五福臨門,上一屆(2024/1/1前),0,500,5000000,2012-02-03,101/02/03,2012-08-15,101/08/15,2012-11-15,101/11/15,1250000,99.98%,1,0,539,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/117/small-256.jpg,
0255,辦桌,上一屆(2024/1/1前),8,100,10000,2018-01-03,107/01/03,2018-07-03,107/07/03,2018-10-03,107/10/03,7129400,97.58%,150,3,1117,04thinsetantsaleinfo201802510255,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/95/IN1061229_small_0255.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201802510255
255,招財貓,上一屆(2024/1/1前),0,100,300000,2012-02-03,101/02/03,2012-08-15,101/08/15,2012-11-15,101/11/15,4080000,99.99%,8,0,538,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/117/small-255.jpg,
0254,歡樂賓果,上一屆(2024/1/1前),7,100,300000,2018-01-03,107/01/03,2018-07-03,107/07/03,2018-10-03,107/10/03,7876500,99.13%,10,0,1116,04thinsetantsaleinfo201802510255,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/95/IN1061229_small_0254.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201802510255
254,幸運777,上一屆(2024/1/1前),0,100,700000,2012-01-30,101/01/30,2012-08-01,101/08/01,2012-11-01,101/11/01,4079900,99.94%,4,2,536,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/116/small-254.jpg,
0253,百萬年終獎金,上一屆(2024/1/1前),12,200,1000000,2018-01-03,107/01/03,2018-07-03,107/07/03,2018-10-03,107/10/03,6966700,96.8%,100,4,1115,04thinsetantsaleinfo201802510255,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/95/IN1061229_small_0253.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201802510255
253,麻將,上一屆(2024/1/1前),0,200,2000000,2012-01-30,101/01/30,2012-08-01,101/08/01,2012-11-01,101/11/01,3959000,99.97%,4,0,535,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/116/small-253.jpg,
0252,新年快樂,上一屆(2024/1/1前),14,500,3000000,2018-01-03,107/01/03,2018-07-03,107/07/03,2018-10-03,107/10/03,3750000,96.39%,4,0,1114,04thinsetantsaleinfo201802510255,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/95/IN1061229_small_0252.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201802510255
252,心心相印,上一屆(2024/1/1前),0,100,300000,2012-01-30,101/01/30,2012-08-01,101/08/01,2012-11-01,101/11/01,4037400,99.90%,8,0,534,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/116/small-252.jpg,
0251,"$1,000萬年終獎金",上一屆(2024/1/1前),8,1000,10000000,2018-01-03,107/01/03,2018-07-03,107/07/03,2018-10-03,107/10/03,3500000,88.96%,3,1,1113,04thinsetantsaleinfo201802510255,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/95/IN1061229_small_0251.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201802510255
251,$2600萬大紅包,上一屆(2024/1/1前),0,2000,26000000,2012-01-16,101/01/16,2012-07-16,101/07/16,2012-10-16,101/10/16,499995,100%,1,0,532,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/115/small-251.jpg,
0250,大麻將,上一屆(2024/1/1前),11,1000,10000000,2017-12-19,106/12/19,2018-06-19,107/06/19,2018-09-19,107/09/19,3500000,90.47%,1,0,1112,04thinsetantsaleinfo201702500000,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/94/IN1061114_small_0249.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702500000
250,大吉大利,上一屆(2024/1/1前),0,100,500000,2012-01-16,101/01/16,2012-07-16,101/07/16,2012-10-16,101/10/16,3060000,99.99%,6,0,531,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/115/small-250.jpg,
0249,無敵拉霸機,上一屆(2024/1/1前),9,300,3000000,2017-11-17,106/11/17,2018-05-17,107/05/17,2018-08-17,107/08/17,6059600,67.45%,5,3,1111,04thinsetantsaleinfo201702460249,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/93/IN1061114_small_0249.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702460249
249,花開富貴,上一屆(2024/1/1前),0,200,2000000,2012-01-16,101/01/16,2012-07-16,101/07/16,2012-10-16,101/10/16,2550000,99.99%,2,0,533,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/115/small-249.jpg,
0248,2、4、6、8、10,上一屆(2024/1/1前),7,100,300000,2017-11-03,106/11/03,2018-05-03,107/05/03,2018-08-03,107/08/03,4063900,96.27%,4,2,1109,04thinsetantsaleinfo201702470248,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/92/IN1061031_small_0248.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702470248
248,金玉滿堂,上一屆(2024/1/1前),0,200,2000000,2012-01-09,101/01/09,2012-07-09,101/07/09,2012-10-09,101/10/09,2510200,99.98%,2,0,529,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/114/small-248.jpg,
0247,1、3、5、7、9,上一屆(2024/1/1前),7,100,300000,2017-11-03,106/11/03,2018-05-03,107/05/03,2018-08-03,107/08/03,4080000,95.79%,4,0,1108,04thinsetantsaleinfo201702470248,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/92/IN1061031_small_0247.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702470248
247,$1200萬大發財,上一屆(2024/1/1前),0,1000,12000000,2012-01-09,101/01/09,2012-07-09,101/07/09,2012-10-09,101/10/09,1250000,100%,1,0,528,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/114/small-247.jpg,
0246,金庫大開,上一屆(2024/1/1前),11,200,2000000,2017-11-17,106/11/17,2018-05-17,107/05/17,2018-08-17,107/08/17,5585500,78.34%,4,2,1110,04thinsetantsaleinfo201702460249,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/93/IN1061114_small_0246.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702460249
246,財神到,上一屆(2024/1/1前),0,100,800000,2012-01-09,101/01/09,2012-07-09,101/07/09,2012-10-09,101/10/09,3985700,99.80%,3,0,526,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/114/small-246.jpg,
0245,連線派對,上一屆(2024/1/1前),8,200,2000000,2017-10-17,106/10/17,2018-04-17,107/04/17,2018-07-17,107/07/17,4537800,99.96%,5,0,1107,04thinsetantsaleinfo201702440245,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/91/IN1061012_small_0245.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702440245
245,超級777,上一屆(2024/1/1前),0,200,2000000,2012-01-02,101/01/02,2012-07-02,101/07/02,2012-10-02,101/10/02,2509600,100%,2,0,525,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/113/small-245.jpg,
0244,歡喜推筒子,上一屆(2024/1/1前),11,200,2000000,2017-10-17,106/10/17,2018-04-17,107/04/17,2018-07-17,107/07/17,4438600,49.47%,5,3,1106,04thinsetantsaleinfo201702440245,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/91/IN1061012_small_0244.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702440245
244,新年快樂,上一屆(2024/1/1前),0,500,3000000,2012-01-02,101/01/02,2012-07-02,101/07/02,2012-10-02,101/10/02,2500000,100%,3,0,523,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/113/small-244.jpg,
0243,超級麻將,上一屆(2024/1/1前),10,500,5000000,2017-10-02,106/10/02,2018-04-02,107/04/02,2018-07-02,107/07/02,2000000,100%,2,1,1105,04thinsetantsaleinfo201702420243,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/90/IN1060928_small_0243.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702420243
243,龍年行大運,上一屆(2024/1/1前),0,100,300000,2012-01-02,101/01/02,2012-07-02,101/07/02,2012-10-02,101/10/02,4080000,99.99%,8,0,524,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/113/small-243.jpg,
0242,加倍鑽,上一屆(2024/1/1前),13,100,1000000,2017-10-02,106/10/02,2018-04-02,107/04/02,2018-07-02,107/07/02,5067500,92.51%,4,0,1104,04thinsetantsaleinfo201702420243,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/90/IN1060928_small_0242.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702420243
242,麻將,上一屆(2024/1/1前),0,200,2000000,2011-12-01,100/12/01,2012-06-01,101/06/01,2012-09-03,101/09/03,2039900,99.94%,2,0,518,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/111/small-242.jpg,
0241,超級777,上一屆(2024/1/1前),11,200,2000000,2017-09-19,106/09/19,2018-03-19,107/03/19,2018-06-19,107/06/19,4990200,98.33%,5,0,1103,04thinsetantsaleinfo201702410000,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/89/IN1060914_small_0241.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702410000
241,好彩頭,上一屆(2024/1/1前),0,100,300000,2011-12-15,100/12/15,2012-06-15,101/06/15,2012-09-17,101/09/17,3550700,99.99%,7,1,521,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/112/small-241.jpg,
0240,金鑽999,上一屆(2024/1/1前),10,200,2000000,2017-09-05,106/09/05,2018-03-05,107/03/05,2018-06-05,107/06/05,5034000,80.54%,4,1,1102,04thinsetantsaleinfo201702400000,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/88/IN1060831_small_0240.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702400000
240,瘋狂吐鈔機,上一屆(2024/1/1前),0,200,2000000,2011-12-15,100/12/15,2012-06-15,101/06/15,2012-09-17,101/09/17,1997400,99.98%,2,0,520,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/112/small-240.jpg,
0239,超級連線,上一屆(2024/1/1前),9,800,6000000,2017-08-15,106/08/15,2018-02-21,107/02/21,2018-05-21,107/05/21,2618000,95.46%,5,0,1100,04thinsetantsaleinfo201702390000,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/87/IN1060810_small_0239.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702390000
239,雪人獎金,上一屆(2024/1/1前),0,200,2000000,2011-12-01,100/12/01,2012-06-01,101/06/01,2012-09-03,101/09/03,2040000,100%,2,0,517,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/111/small-239.jpg,
0238,瘋狂888,上一屆(2024/1/1前),10,100,800000,2017-08-01,106/08/01,2018-02-01,107/02/01,2018-05-02,107/05/02,4590000,99.83%,4,0,1099,04thinsetantsaleinfo201702370238,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/86/IN1060727_small_0238.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702370238
238,聖誕快樂搖錢樹,上一屆(2024/1/1前),0,500,5000000,2011-12-01,100/12/01,2012-06-01,101/06/01,2012-09-03,101/09/03,1000000,99.98%,2,0,516,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/111/small-238.jpg,
0237,好運88,上一屆(2024/1/1前),10,200,88000,2017-08-01,106/08/01,2018-02-01,107/02/01,2018-05-02,107/05/02,5100000,99.76%,88,4,1098,04thinsetantsaleinfo201702370238,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/86/IN1060727_small_0237.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702370238
237,賽金豬,上一屆(2024/1/1前),0,100,600000,2011-11-15,100/11/15,2012-05-15,101/05/15,2012-08-15,101/08/15,3502000,100%,3,0,515,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/110/small-237.jpg,
0236,幸運777,上一屆(2024/1/1前),9,100,700000,2017-07-18,106/07/18,2018-01-18,107/01/18,2018-04-18,107/04/18,6120000,96.07%,6,0,1097,04thinsetantsaleinfo201702360000,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/85/IN1060713_small_0236.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702360000
236,超級年終獎金,上一屆(2024/1/1前),0,200,1500000,2011-11-01,100/11/01,2012-05-02,101/05/02,2012-08-02,101/08/02,3042100,100%,2,0,514,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/109/small-236.jpg,
0235,金麻將,上一屆(2024/1/1前),11,300,3000000,2017-07-04,106/07/04,2018-01-04,107/01/04,2018-04-09,107/04/09,7863700,100%,8,0,1096,04thinsetantsaleinfo201702220235,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/84/IN1060629_small_0235.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702220235
235,超級黑傑克,上一屆(2024/1/1前),0,200,2000000,2011-11-01,100/11/01,2012-05-02,101/05/02,2012-08-02,101/08/02,2000700,100%,2,0,513,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/109/small-235.jpg,
0234,海底尋寶,上一屆(2024/1/1前),9,200,2000000,2017-06-02,106/06/02,2017-12-04,106/12/04,2018-03-05,107/03/05,6097000,99.99%,6,0,1091,04thinsetantsaleinfo201702260234,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/82/IN1060526_small_0234.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702260234
234,撿到錢,上一屆(2024/1/1前),0,100,300000,2011-11-01,100/11/01,2012-05-02,101/05/02,2012-08-02,101/08/02,3570000,100%,7,0,512,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/109/small-234.jpg,
0233,幸運輪盤,上一屆(2024/1/1前),12,200,2000000,2017-05-16,106/05/16,2017-11-16,106/11/16,2018-02-21,107/02/21,5100000,75.05%,5,2,1088,04thinsetantsaleinfo201702330000,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/81/IN1060511_small_0233.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702330000
233,快刮$1000,上一屆(2024/1/1前),0,100,300000,2011-10-17,100/10/17,2012-07-17,101/07/17,2012-10-17,101/10/17,4080000,99.94%,4,0,511,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/108/small-233.jpg,
0232,520我愛你,上一屆(2024/1/1前),7,200,52000,2017-05-03,106/05/03,2017-11-03,106/11/03,2018-02-05,107/02/05,5063900,75.29%,520,149,1086,04thinsetantsaleinfo201702310232,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/80/IN1060427_small_0232.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702310232
232,麻將,上一屆(2024/1/1前),0,200,2000000,2011-10-17,100/10/17,2012-07-17,101/07/17,2012-10-17,101/10/17,3554500,100%,4,1,510,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/108/small-232.jpg,
0231,黃金城,上一屆(2024/1/1前),9,500,5000000,2017-05-03,106/05/03,2017-11-03,106/11/03,2018-02-05,107/02/05,3000000,67.3%,3,3,1085,04thinsetantsaleinfo201702310232,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/80/IN1060427_small_0231.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702310232
231,至尊王牌,上一屆(2024/1/1前),0,500,5000000,2011-10-04,100/10/04,2012-04-05,101/04/05,2012-07-05,101/07/05,1000000,100%,2,0,509,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/107/small-231.jpg,
0230,鑽石水果盤,上一屆(2024/1/1前),10,100,300000,2017-04-18,106/04/18,2017-10-18,106/10/18,2018-01-18,107/01/18,6099700,61.2%,5,3,1084,04thinsetantsaleinfo201702290230,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/79/IN1060413_small_0230.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702290230
230,台灣尚讚,上一屆(2024/1/1前),0,100,1000000,2011-10-04,100/10/04,2012-04-05,101/04/05,2012-07-05,101/07/05,3569600,100%,2,0,508,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/107/small-230.jpg,
0229,幸運開獎機,上一屆(2024/1/1前),12,200,2000000,2017-04-18,106/04/18,2017-10-18,106/10/18,2018-01-18,107/01/18,5573700,92.47%,4,0,1083,04thinsetantsaleinfo201702290230,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/79/IN1060413_small_0229.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702290230
229,釣大魚,上一屆(2024/1/1前),0,100,500000,2011-09-15,100/09/15,2012-03-15,101/03/15,2012-06-15,101/06/15,3060000,99.95%,3,0,507,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/106/small-229.jpg,
0228,天生贏家,上一屆(2024/1/1前),9,300,1000000,2017-04-05,106/04/05,2017-10-05,106/10/05,2018-01-05,107/01/05,6118500,54.8%,15,9,1082,04thinsetantsaleinfo201702270228,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/78/IN106029_small_0228.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702270228
228,拉斯維加斯,上一屆(2024/1/1前),0,200,2000000,2011-09-15,100/09/15,2012-03-15,101/03/15,2012-06-15,101/06/15,2550000,99.50%,2,0,505,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/106/small-228.jpg,
0227,超速777,上一屆(2024/1/1前),12,100,700000,2017-04-05,106/04/05,2017-10-05,106/10/05,2018-01-05,107/01/05,5610000,78.88%,5,0,1081,04thinsetantsaleinfo201702270228,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/78/IN106029_small_0227.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702270228
227,金鑽999,上一屆(2024/1/1前),0,200,2000000,2011-09-01,100/09/01,2012-03-01,101/03/01,2012-06-01,101/06/01,2550000,96.68%,2,0,504,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/105/small-227.jpg,
0226,花現寶,上一屆(2024/1/1前),10,100,300000,2017-06-02,106/06/02,2017-12-04,106/12/04,2018-03-05,107/03/05,4568100,71.92%,5,2,1092,04thinsetantsaleinfo201702260234,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/82/IN1060526_small_0226AB.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702260234
226,金包銀,上一屆(2024/1/1前),0,100,800000,2011-09-01,100/09/01,2012-03-01,101/03/01,2012-06-01,101/06/01,3060000,100%,3,0,503,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/105/small-226.jpg,
0225,象棋高手,上一屆(2024/1/1前),13,100,500000,2017-03-21,106/03/21,2017-09-21,106/09/21,2017-12-21,106/12/21,4080000,81.52%,4,1,1078,04thinsetantsaleinfo201702240225,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/77/IN1060316_small_0225.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702240225
225,一路發,上一屆(2024/1/1前),0,200,2000000,2011-08-15,100/08/15,2012-02-15,101/02/15,2012-05-15,101/05/15,3041800,99.82%,3,1,502,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/104/small-225.jpg,
0224,鈔票滿天飛,上一屆(2024/1/1前),10,200,2000000,2017-03-21,106/03/21,2017-09-21,106/09/21,2017-12-21,106/12/21,3927600,92.59%,4,0,1077,04thinsetantsaleinfo201702240225,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/77/IN1060316_small_0224.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702240225
224,熱刮$600,上一屆(2024/1/1前),0,100,300000,2011-08-15,100/08/15,2012-02-15,101/02/15,2012-05-15,101/05/15,3060000,100%,3,0,501,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/104/small-224.jpg,
0223,麻將,上一屆(2024/1/1前),13,200,2000000,2017-03-07,106/03/07,2017-09-07,106/09/07,2017-12-07,106/12/07,6061900,99.97%,6,0,1076,04thinsetantsaleinfo201702230000,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/76/IN1060302_small_0223.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702230000
223,熱錢,上一屆(2024/1/1前),0,100,1000000,2011-08-01,100/08/01,2012-02-01,101/02/01,2012-05-02,101/05/02,3060000,99.64%,2,0,500,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/103/small-223.jpg,
0222,中信兄弟,上一屆(2024/1/1前),9,200,500000,2017-07-04,106/07/04,2018-01-04,107/01/04,2018-04-09,107/04/09,4436700,66.17%,100,36,1094,04thinsetantsaleinfo201702220235,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/84/IN1060629_small_0222.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702220235
222,皇家俱樂部,上一屆(2024/1/1前),0,500,5000000,2011-08-01,100/08/01,2012-02-01,101/02/01,2012-05-02,101/05/02,1000000,100%,2,0,499,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/103/small-222.jpg,
0221,神保庇,上一屆(2024/1/1前),9,100,300000,2017-02-14,106/02/14,2017-08-14,106/08/14,2017-11-14,106/11/14,4590000,88.03%,4,4,1075,04thinsetantsaleinfo201702200221,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/75/IN1060209_small_0221.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702200221
221,超速777 ,上一屆(2024/1/1前),0,100,700000,2011-07-15,100/07/15,2012-01-16,101/01/16,2012-04-16,101/04/16,4080000,100%,4,0,498,,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/3th_instant_images/images/102/small-221.jpg,
0220,黃金連線,上一屆(2024/1/1前),8,200,2000000,2017-02-14,106/02/14,2017-08-14,106/08/14,2017-11-14,106/11/14,5610000,99.99%,6,0,1074,04thinsetantsaleinfo201702200221,https://cdn.taiwanlottery.com.tw/app/FilesForDownload/TLCWeb/instant/images/75/IN1060209_small_0220.jpg,https://www.taiwanlottery.com/news/news/04thinsetantsaleinfo201702200221
